Z / PU Number,Slot,Subslot,Check in Time,Check in Operator,Location,State,Storage Unit,Storage Sub Unit,Zone State,Item State,Part Number,Lot No,Initial Quantity,Material Barcode,Estimated Current Quantity,Component Count Update,Reserved Quantity,Work Order Name,Cart Id,Splice Reel,Splice Lot Number,Splice Estimated Quantity,Splice Total Quantity,Feeder Birth Date,Components Fed,Total Components Fed,Feeder Count Update,Last Maintained,Feeder Barcode,Column_31
,0,0,6/15/2020 2:20:47 PM,,SAP,Unloaded Reels,FREE,,Active,,1030565,K332960323,115,1000315874,115,6/15/2020 2:20:47 PM,0,,,,,0,0,,0,0,,,,0
,0,0,6/15/2020 2:20:47 PM,,SAP,Unloaded Reels,FREE,,Active,,1032513,K332960415,39,1000315872,39,6/15/2020 2:20:47 PM,0,,,,,0,0,,0,0,,,,0
,0,0,6/15/2020 2:20:47 PM,,SAP,Unloaded Reels,FREE,,Active,,2003913,K334050818,3,1000315873,3,6/15/2020 2:20:47 PM,0,,,,,0,0,,0,0,,,,0
,0,0,6/15/2020 2:56:37 PM,w1,Warehouse-P1,Unloaded Reels,Rack4,Shelf425,Active,,1014159,1000035348,2970,1000315881,2970,6/15/2020 2:56:37 PM,0,,,,,0,0,,0,0,,,,0
,0,0,6/15/2020 3:00:36 PM,,SAP,Unloaded Reels,FREE,,Active,,1014159,1000035348,3000,1000315883,3000,6/15/2020 3:00:36 PM,0,,,,,0,0,,0,0,,,,0
,0,0,6/15/2020 3:00:36 PM,,SAP,Unloaded Reels,FREE,,Active,,1014159,1000035348,3000,1000315884,3000,6/15/2020 3:00:36 PM,0,,,,,0,0,,0,0,,,,0
,0,0,6/15/2020 3:00:37 PM,,SAP,Unloaded Reels,FREE,,Active,,1014159,1000035348,3000,1000315885,3000,6/15/2020 3:00:37 PM,0,,,,,0,0,,0,0,,,,0
,0,0,6/15/2020 3:00:37 PM,,SAP,Unloaded Reels,FREE,,Active,,1014159,1000035348,3000,1000315886,3000,6/15/2020 3:00:37 PM,0,,,,,0,0,,0,0,,,,0
,0,0,6/16/2020 9:20:15 AM,,SAP_Q,Unloaded Reels,33433-0001,,Active,,1050330,K334330624,5000,1000315876,5000,6/16/2020 9:20:15 AM,0,,,,,0,0,,0,0,,,,0
,0,0,6/16/2020 9:20:15 AM,,SAP_Q,Unloaded Reels,33947-0001,,Active,,1026406,K339470877,10000,1000315878,10000,6/16/2020 9:20:15 AM,0,,,,,0,0,,0,0,,,,0
,0,0,6/16/2020 9:20:15 AM,,SAP_Q,Unloaded Reels,33947-0001,,Active,,1041876,K339470878,3000,1000315879,3000,6/16/2020 9:20:15 AM,0,,,,,0,0,,0,0,,,,0
,0,0,6/16/2020 9:20:16 AM,,SAP_Q,Unloaded Reels,33947-0001,,Active,,1014038,K339470885,10000,1000315985,10000,6/16/2020 9:20:16 AM,0,,,,,0,0,,0,0,,,,0
,0,0,6/16/2020 9:20:16 AM,,SAP_Q,Unloaded Reels,33947-0001,,Active,,1014038,K339470885,10000,1000315986,10000,6/16/2020 9:20:16 AM,0,,,,,0,0,,0,0,,,,0
,0,0,6/16/2020 9:20:16 AM,,SAP_Q,Unloaded Reels,33947-0001,,Active,,1014050,K339470886,10000,1000315987,10000,6/16/2020 9:20:16 AM,0,,,,,0,0,,0,0,,,,0
,0,0,6/16/2020 9:20:17 AM,,SAP_Q,Unloaded Reels,33947-0001,,Active,,1015205,K339470891,10000,1000315992,10000,6/16/2020 9:20:17 AM,0,,,,,0,0,,0,0,,,,0
,0,0,6/16/2020 9:20:17 AM,,SAP_Q,Unloaded Reels,33947-0001,,Active,,1015205,K339470891,10000,1000315993,10000,6/16/2020 9:20:17 AM,0,,,,,0,0,,0,0,,,,0
,0,0,6/16/2020 9:20:17 AM,,SAP_Q,Unloaded Reels,33947-0001,,Active,,1015219,K339470889,5000,1000315990,5000,6/16/2020 9:20:17 AM,0,,,,,0,0,,0,0,,,,0
,0,0,6/16/2020 9:20:17 AM,,SAP_Q,Unloaded Reels,33947-0001,,Active,,1019529,K339470890,5000,1000315991,5000,6/16/2020 9:20:17 AM,0,,,,,0,0,,0,0,,,,0
,0,0,6/16/2020 9:20:17 AM,,SAP_Q,Unloaded Reels,33947-0001,,Active,,1030409,K339470887,10000,1000315988,10000,6/16/2020 9:20:17 AM,0,,,,,0,0,,0,0,,,,0
,0,0,6/16/2020 9:20:17 AM,,SAP_Q,Unloaded Reels,33947-0001,,Active,,1041886,K339470888,10000,1000315989,10000,6/16/2020 9:20:17 AM,0,,,,,0,0,,0,0,,,,0
,0,0,6/16/2020 9:20:18 AM,,SAP_Q,Unloaded Reels,33433-0001,,Active,,1050321,K334330626,5000,1000316035,5000,6/16/2020 9:20:18 AM,0,,,,,0,0,,0,0,,,,0
,0,0,6/16/2020 9:20:18 AM,,SAP_Q,Unloaded Reels,33433-0001,,Active,,1050321,K334330626,5000,1000316036,5000,6/16/2020 9:20:18 AM,0,,,,,0,0,,0,0,,,,0
,0,0,6/16/2020 9:20:21 AM,,SAP_Q,Unloaded Reels,33433-0001,,Active,,1050323,K334330627,5000,1000316027,5000,6/16/2020 9:20:21 AM,0,,,,,0,0,,0,0,,,,0
,0,0,6/16/2020 9:20:21 AM,,SAP_Q,Unloaded Reels,33433-0001,,Active,,1050323,K334330627,5000,1000316028,5000,6/16/2020 9:20:21 AM,0,,,,,0,0,,0,0,,,,0
,0,0,6/16/2020 9:20:21 AM,,SAP_Q,Unloaded Reels,33433-0001,,Active,,1050324,K334330628,5000,1000316029,5000,6/16/2020 9:20:21 AM,0,,,,,0,0,,0,0,,,,0
,0,0,6/16/2020 10:00:13 AM,,SAP_Q,Unloaded Reels,33433-0001,,Active,,1050326,K334330629,5000,1000316030,5000,6/16/2020 10:00:13 AM,0,,,,,0,0,,0,0,,,,0
,0,0,6/16/2020 10:00:13 AM,,SAP_Q,Unloaded Reels,33433-0001,,Active,,1050327,K334330630,5000,1000316031,5000,6/16/2020 10:00:13 AM,0,,,,,0,0,,0,0,,,,0
,0,0,6/16/2020 10:00:13 AM,,SAP_Q,Unloaded Reels,33433-0001,,Active,,1050328,K334330631,5000,1000316032,5000,6/16/2020 10:00:13 AM,0,,,,,0,0,,0,0,,,,0
,0,0,6/16/2020 10:00:13 AM,,SAP_Q,Unloaded Reels,33433-0001,,Active,,1050329,K334330632,5000,1000316033,5000,6/16/2020 10:00:13 AM,0,,,,,0,0,,0,0,,,,0
,0,0,6/16/2020 10:00:13 AM,,SAP_Q,Unloaded Reels,33433-0001,,Active,,1050331,K334330633,5000,1000316034,5000,6/16/2020 10:00:13 AM,0,,,,,0,0,,0,0,,,,0
,0,0,6/16/2020 10:41:05 AM,w1,SAP_Q,Unloaded Reels,32641-0001,,Active,,2007387,K326411305,2970,1000252344,1994,6/16/2020 10:41:05 AM,0,,,,,0,0,,0,0,,,,0
,0,0,6/16/2020 10:41:08 AM,w1,SAP_Q,Unloaded Reels,32641-0001,,Active,,2001319,K326410490,1000,1000144535,931,6/16/2020 10:41:08 AM,0,,,,,0,0,,0,0,,,,0
,0,0,6/16/2020 10:41:20 AM,w1,SAP_Q,Unloaded Reels,32641-0001,,Active,,2001270,K326411290,660,1000240361,341,6/16/2020 10:41:20 AM,0,,,,,0,0,,0,0,,,,0
,0,0,6/16/2020 10:41:27 AM,w1,SAP_Q,Unloaded Reels,32641-0001,,Active,,2004011,K326410339,472,1000304943,472,6/16/2020 10:41:27 AM,0,,,,,0,0,,0,0,,,,0
,0,0,6/16/2020 10:41:30 AM,w1,SAP_Q,Unloaded Reels,32641-0001,,Active,,2001267,K326411211,750,1000152874,730,6/16/2020 10:41:30 AM,0,,,,,0,0,,0,0,,,,0
,0,0,6/16/2020 10:41:35 AM,w1,SAP_Q,Unloaded Reels,32641-0001,,Active,,2004946,K326410473,270,1000141286,261,6/16/2020 10:41:35 AM,0,,,,,0,0,,0,0,,,,0
,0,0,6/16/2020 10:41:40 AM,w1,SAP_Q,Unloaded Reels,32641-0001,,Active,,2006681,K326411265,30,1000240365,26,6/16/2020 10:41:40 AM,0,,,,,0,0,,0,0,,,,0
,0,0,6/16/2020 10:41:45 AM,w1,SAP_Q,Unloaded Reels,32641-0001,,Active,,2001266,K326410488,265,1000304942,165,6/16/2020 10:41:45 AM,0,,,,,0,0,,0,0,,,,0
,0,0,6/16/2020 11:35:48 AM,w1,Warehouse-P1,Unloaded Reels,Rack4,Shelf423,Active,,1015219,1000036635,39,1000316114,39,6/16/2020 11:35:48 AM,0,,,,,0,0,,0,0,,,,0
,0,0,6/16/2020 11:35:52 AM,w1,Warehouse-P1,Unloaded Reels,Rack4,Shelf423,Active,,1015210,1000031539,4,1000316113,4,6/16/2020 11:35:52 AM,0,,,,,0,0,,0,0,,,,0
,0,0,6/16/2020 1:55:51 PM,w1,SAP_Q,Unloaded Reels,32641-0001,,Active,,2001712,K326411233,899,1000316116,899,6/16/2020 1:55:51 PM,0,,,,,0,0,,0,0,,,,0
,0,0,6/16/2020 1:55:55 PM,w1,SAP_Q,Unloaded Reels,32641-0001,,Active,,2004830,K326410426,8000,1000129327,2324,6/16/2020 1:55:55 PM,0,,,,,0,0,,0,0,,,,0
,0,0,6/16/2020 1:56:40 PM,w1,SAP_Q,Unloaded Reels,32641-0001,,Active,,2007009,K326411301,3000,1000251776,2881,6/16/2020 1:56:40 PM,0,,,,,0,0,,0,0,,,,0
,0,0,6/16/2020 1:56:48 PM,w1,SAP_Q,Unloaded Reels,32641-0001,,Active,,2006680,K326411262,3000,1000240378,1924,6/16/2020 1:56:48 PM,0,,,,,0,0,,0,0,,,,0
,0,0,6/16/2020 1:57:26 PM,w1,SAP_Q,Unloaded Reels,32641-0001,,Active,,2001313,K326411282,1000,1000240375,550,6/16/2020 1:57:26 PM,0,,,,,0,0,,0,0,,,,0
,0,0,6/16/2020 1:57:29 PM,w1,SAP_Q,Unloaded Reels,32641-0001,,Active,,2004115,K326410402,1500,1000102302,1359,6/16/2020 1:57:29 PM,0,,,,,0,0,,0,0,,,,0
,0,0,6/16/2020 1:57:34 PM,w1,SAP_Q,Unloaded Reels,32641-0001,,Active,,2001274,K326411297,2000,1000249774,1764,6/16/2020 1:57:34 PM,0,,,,,0,0,,0,0,,,,0
,0,0,6/16/2020 1:57:38 PM,w1,SAP_Q,Unloaded Reels,32641-0001,,Active,,2001275,K326411298,2500,1000249772,1637,6/16/2020 1:57:38 PM,0,,,,,0,0,,0,0,,,,0
,0,0,6/16/2020 1:57:42 PM,w1,SAP_Q,Unloaded Reels,32641-0001,,Active,,2001709,K326410458,5000,1000129330,3444,6/16/2020 1:57:42 PM,0,,,,,0,0,,0,0,,,,0
,0,0,6/16/2020 1:57:45 PM,w1,SAP_Q,Unloaded Reels,32641-0001,,Active,,2001701,K326410457,2500,1000129333,1930,6/16/2020 1:57:45 PM,0,,,,,0,0,,0,0,,,,0
,0,0,6/16/2020 1:57:49 PM,w1,SAP_Q,Unloaded Reels,32641-0001,,Active,,2001695,K326410453,1400,1000129316,914,6/16/2020 1:57:49 PM,0,,,,,0,0,,0,0,,,,0
,0,0,6/16/2020 1:58:17 PM,w1,SAP_Q,Unloaded Reels,32641-0001,,Active,,2004008,K326410452,500,1000129320,391,6/16/2020 1:58:17 PM,0,,,,,0,0,,0,0,,,,0
,0,0,6/16/2020 1:58:22 PM,w1,SAP_Q,Unloaded Reels,32641-0001,,Active,,2004114,K326410401,500,1000102291,371,6/16/2020 1:58:22 PM,0,,,,,0,0,,0,0,,,,0
,0,0,6/16/2020 1:58:26 PM,w1,SAP_Q,Unloaded Reels,32641-0001,,Active,,2004113,K326411254,1000,1000236923,333,6/16/2020 1:58:26 PM,0,,,,,0,0,,0,0,,,,0
,0,0,6/16/2020 1:58:42 PM,w1,SAP_Q,Unloaded Reels,32641-0001,,Active,,2004112,K326410398,2430,1000304907,1753,6/16/2020 1:58:42 PM,0,,,,,0,0,,0,0,,,,0
,0,0,6/16/2020 1:58:46 PM,w1,SAP_Q,Unloaded Reels,32641-0001,,Active,,2004104,K326410386,5703,1000304903,4288,6/16/2020 1:58:46 PM,0,,,,,0,0,,0,0,,,,0
,0,0,6/16/2020 1:58:54 PM,w1,SAP_Q,Unloaded Reels,32641-0001,,Active,,2004096,K326410369,1995,1000304891,687,6/16/2020 1:58:54 PM,0,,,,,0,0,,0,0,,,,0
,0,0,6/16/2020 1:59:00 PM,w1,SAP_Q,Unloaded Reels,32641-0001,,Active,,2003034,K326410379,5000,1000101922,2899,6/16/2020 1:59:00 PM,0,,,,,0,0,,0,0,,,,0
,0,0,6/16/2020 1:59:05 PM,w1,SAP_Q,Unloaded Reels,32641-0001,,Active,,2001238,K326410060,2970,1000047141,2622,6/16/2020 1:59:05 PM,0,,,,,0,0,,0,0,,,,0
,0,0,6/16/2020 1:59:09 PM,w1,SAP_Q,Unloaded Reels,32641-0001,,Active,,2001221,K326410348,3000,1000101868,2532,6/16/2020 1:59:09 PM,0,,,,,0,0,,0,0,,,,0
,0,0,6/16/2020 1:59:12 PM,w1,SAP_Q,Unloaded Reels,32641-0001,,Active,,2003036,K326410385,3812,1000304910,3153,6/16/2020 1:59:12 PM,0,,,,,0,0,,0,0,,,,0
,0,0,6/16/2020 1:59:21 PM,w1,SAP_Q,Unloaded Reels,32641-0001,,Active,,2003029,K326410366,2238,1000304897,159,6/16/2020 1:59:21 PM,0,,,,,0,0,,0,0,,,,0
,0,0,6/16/2020 1:59:25 PM,w1,SAP_Q,Unloaded Reels,32641-0001,,Active,,2006698,K326411288,1000,1000240601,100,6/16/2020 1:59:25 PM,0,,,,,0,0,,0,0,,,,0
,0,0,6/16/2020 1:59:30 PM,w1,SAP_Q,Unloaded Reels,32641-0001,,Active,,2001986,K326410353,2846,1000304909,2192,6/16/2020 1:59:30 PM,0,,,,,0,0,,0,0,,,,0
,0,0,6/16/2020 1:59:45 PM,w1,SAP_Q,Unloaded Reels,32641-0001,,Active,,2001311,K326411268,3524,1000304899,1204,6/16/2020 1:59:45 PM,0,,,,,0,0,,0,0,,,,0
,0,0,6/16/2020 1:59:50 PM,w1,SAP_Q,Unloaded Reels,32641-0001,,Active,,2009398,K326411348,5000,1000315240,4800,6/16/2020 1:59:50 PM,0,,,,,0,0,,0,0,,,,0
,0,0,6/16/2020 1:59:54 PM,w1,SAP_Q,Unloaded Reels,32641-0001,,Active,,2002429,K326410352,4000,1000101941,2730,6/16/2020 1:59:54 PM,0,,,,,0,0,,0,0,,,,0
,0,0,6/16/2020 1:59:58 PM,w1,SAP_Q,Unloaded Reels,32641-0001,,Active,,2001293,K326411264,3000,1000240613,2586,6/16/2020 1:59:58 PM,0,,,,,0,0,,0,0,,,,0
,0,0,6/16/2020 2:00:01 PM,w1,SAP_Q,Unloaded Reels,32641-0001,,Active,,2004089,K326410350,2193,1000304984,1135,6/16/2020 2:00:01 PM,0,,,,,0,0,,0,0,,,,0
,0,0,6/16/2020 2:00:04 PM,w1,SAP_Q,Unloaded Reels,32641-0001,,Active,,2003028,K326411287,3000,1000240595,1383,6/16/2020 2:00:04 PM,0,,,,,0,0,,0,0,,,,0
,0,0,6/16/2020 2:00:07 PM,w1,SAP_Q,Unloaded Reels,32641-0001,,Active,,2004099,K326410380,4440,1000304892,3682,6/16/2020 2:00:07 PM,0,,,,,0,0,,0,0,,,,0
,0,0,6/16/2020 2:00:12 PM,w1,SAP_Q,Unloaded Reels,32641-0001,,Active,,2001255,K326410075,4181,1000047165,3713,6/16/2020 2:00:12 PM,0,,,,,0,0,,0,0,,,,0
,0,0,6/16/2020 2:00:16 PM,w1,SAP_Q,Unloaded Reels,32641-0001,,Active,,2004094,K326410367,5000,1000101861,3098,6/16/2020 2:00:16 PM,0,,,,,0,0,,0,0,,,,0
,0,0,6/16/2020 2:00:19 PM,w1,SAP_Q,Unloaded Reels,32641-0001,,Active,,2003032,K326410378,5000,1000101911,2400,6/16/2020 2:00:19 PM,0,,,,,0,0,,0,0,,,,0
,0,0,6/16/2020 2:00:25 PM,w1,SAP_Q,Unloaded Reels,32641-0001,,Active,,2001300,K326410355,268,1000304908,164,6/16/2020 2:00:25 PM,0,,,,,0,0,,0,0,,,,0
,0,0,6/16/2020 2:00:29 PM,w1,SAP_Q,Unloaded Reels,32641-0001,,Active,,2004095,K326410368,1797,1000304982,316,6/16/2020 2:00:29 PM,0,,,,,0,0,,0,0,,,,0
,0,0,6/16/2020 2:00:32 PM,w1,SAP_Q,Unloaded Reels,32641-0001,,Active,,2004090,K326410351,4000,1000101999,410,6/16/2020 2:00:32 PM,0,,,,,0,0,,0,0,,,,0
,0,0,6/16/2020 2:00:36 PM,w1,SAP_Q,Unloaded Reels,32641-0001,,Active,,2004103,K326410384,1236,1000304918,83,6/16/2020 2:00:36 PM,0,,,,,0,0,,0,0,,,,0
,0,0,6/16/2020 2:00:40 PM,w1,SAP_Q,Unloaded Reels,32641-0001,,Active,,2001249,K326410394,5000,1000102328,1014,6/16/2020 2:00:40 PM,0,,,,,0,0,,0,0,,,,0
,0,0,6/16/2020 2:00:49 PM,w1,SAP_Q,Unloaded Reels,32641-0001,,Active,,2001411,K326410090,3367,1000047183,1033,6/16/2020 2:00:49 PM,0,,,,,0,0,,0,0,,,,0
,0,0,6/16/2020 2:00:53 PM,w1,SAP_Q,Unloaded Reels,32641-0001,,Active,,2004095,K326410368,5000,1000101927,4698,6/16/2020 2:00:53 PM,0,,,,,0,0,,0,0,,,,0
,0,0,6/16/2020 2:00:56 PM,w1,SAP_Q,Unloaded Reels,32641-0001,,Active,,2004012,K326410403,4000,1000102360,3091,6/16/2020 2:00:56 PM,0,,,,,0,0,,0,0,,,,0
,0,0,6/16/2020 2:01:00 PM,w1,SAP_Q,Unloaded Reels,32641-0001,,Active,,2004849,K326410455,5000,1000129362,4428,6/16/2020 2:01:00 PM,0,,,,,0,0,,0,0,,,,0
,0,0,6/16/2020 2:01:04 PM,w1,SAP_Q,Unloaded Reels,32641-0001,,Active,,2008756,K326411315,5000,1000301950,4491,6/16/2020 2:01:04 PM,0,,,,,0,0,,0,0,,,,0
,0,0,6/16/2020 2:01:08 PM,w1,SAP_Q,Unloaded Reels,32641-0001,,Active,,2001253,K326410073,1905,1000304986,1833,6/16/2020 2:01:08 PM,0,,,,,0,0,,0,0,,,,0
,0,0,6/16/2020 2:01:12 PM,w1,SAP_Q,Unloaded Reels,32641-0001,,Active,,2004847,K326410451,5000,1000129352,4431,6/16/2020 2:01:12 PM,0,,,,,0,0,,0,0,,,,0
,0,0,6/16/2020 2:01:17 PM,w1,SAP_Q,Unloaded Reels,32641-0001,,Active,,2004850,K326410456,5000,1000129351,4556,6/16/2020 2:01:17 PM,0,,,,,0,0,,0,0,,,,0
,0,0,6/16/2020 2:01:20 PM,w1,SAP_Q,Unloaded Reels,32641-0001,,Active,,2004116,K326410404,5000,1000102363,4728,6/16/2020 2:01:20 PM,0,,,,,0,0,,0,0,,,,0
,0,0,6/16/2020 2:01:41 PM,w1,SAP_Q,Unloaded Reels,32641-0001,,Active,,2004952,K326410480,100,1000142852,11,6/16/2020 2:01:41 PM,0,,,,,0,0,,0,0,,,,0
,0,0,6/16/2020 2:01:45 PM,w1,SAP_Q,Unloaded Reels,32641-0001,,Active,,2004097,K326410375,23,1000315871,23,6/16/2020 2:01:45 PM,0,,,,,0,0,,0,0,,,,0
,0,0,6/16/2020 2:01:53 PM,w1,SAP_Q,Unloaded Reels,32641-0001,,Active,,2004097,K326410375,1500,1000102030,26,6/16/2020 2:01:53 PM,0,,,,,0,0,,0,0,,,,0
,0,0,6/16/2020 2:01:57 PM,w1,SAP_Q,Unloaded Reels,32641-0001,,Active,,2004854,K326410464,170,1000210065,59,6/16/2020 2:01:57 PM,0,,,,,0,0,,0,0,,,,0
,0,0,6/16/2020 2:02:06 PM,w1,SAP_Q,Unloaded Reels,32641-0001,,Active,,2001698,K326411245,50,1000234594,5,6/16/2020 2:02:06 PM,0,,,,,0,0,,0,0,,,,0
,0,0,6/16/2020 2:02:10 PM,w1,SAP_Q,Unloaded Reels,32641-0001,,Active,,2001714,K326410334,26,1000227892,22,6/16/2020 2:02:10 PM,0,,,,,0,0,,0,0,,,,0
,0,0,6/16/2020 2:02:16 PM,w1,SAP_Q,Unloaded Reels,32641-0001,,Active,,2004854,K326410464,3,1000315870,3,6/16/2020 2:02:16 PM,0,,,,,0,0,,0,0,,,,0
,0,0,6/16/2020 2:02:27 PM,w1,SAP_Q,Unloaded Reels,32641-0001,,Active,,2001715,K326411317,480,1000301806,155,6/16/2020 2:02:27 PM,0,,,,,0,0,,0,0,,,,0
,0,0,6/16/2020 2:02:35 PM,w1,SAP_Q,Unloaded Reels,32641-0001,,Active,,2009399,K326411350,200,1000315255,181,6/16/2020 2:02:35 PM,0,,,,,0,0,,0,0,,,,0
,0,0,6/16/2020 2:02:54 PM,w1,SAP_Q,Unloaded Reels,32641-0001,,Active,,2002432,K326411246,1000,1000236922,501,6/16/2020 2:02:54 PM,0,,,,,0,0,,0,0,,,,0
,0,0,6/16/2020 2:03:00 PM,w1,SAP_Q,Unloaded Reels,32641-0001,,Active,,2001281,K326411263,1500,1000240366,1014,6/16/2020 2:03:00 PM,0,,,,,0,0,,0,0,,,,0
,0,0,6/16/2020 3:00:13 PM,,SAP_Q,Unloaded Reels,33947-0001,,Active,,1037952,K339470884,2000,1000315982,2000,6/16/2020 3:00:13 PM,0,,,,,0,0,,0,0,,,,0
,0,0,6/16/2020 3:00:13 PM,,SAP_Q,Unloaded Reels,33947-0001,,Active,,1037952,K339470884,2000,1000315983,2000,6/16/2020 3:00:13 PM,0,,,,,0,0,,0,0,,,,0
,0,0,6/16/2020 3:00:13 PM,,SAP_Q,Unloaded Reels,33947-0001,,Active,,1037952,K339470884,2000,1000315984,2000,6/16/2020 3:00:13 PM,0,,,,,0,0,,0,0,,,,0
,0,0,6/16/2020 3:00:13 PM,,SAP_Q,Unloaded Reels,33947-0001,,Active,,1042238,K339470879,10000,1000315972,10000,6/16/2020 3:00:13 PM,0,,,,,0,0,,0,0,,,,0
,0,0,6/16/2020 3:00:13 PM,,SAP_Q,Unloaded Reels,33947-0001,,Active,,1042238,K339470879,10000,1000315973,10000,6/16/2020 3:00:13 PM,0,,,,,0,0,,0,0,,,,0
,0,0,6/16/2020 3:00:13 PM,,SAP_Q,Unloaded Reels,34383-0001,,Active,,1050148,K343830274,500,1000315862,500,6/16/2020 3:00:13 PM,0,,,,,0,0,,0,0,,,,0
,0,0,6/16/2020 3:00:13 PM,,SAP_Q,Unloaded Reels,34383-0001,,Active,,1050148,K343830274,550,1000315861,550,6/16/2020 3:00:13 PM,0,,,,,0,0,,0,0,,,,0
,0,0,6/16/2020 3:00:14 PM,,SAP_Q,Unloaded Reels,33947-0001,,Active,,1017022,K339470899,500,1000316019,500,6/16/2020 3:00:14 PM,0,,,,,0,0,,0,0,,,,0
,0,0,6/16/2020 3:00:14 PM,,SAP_Q,Unloaded Reels,33947-0001,,Active,,1018775,K339470892,10000,1000316011,10000,6/16/2020 3:00:14 PM,0,,,,,0,0,,0,0,,,,0
,0,0,6/16/2020 3:00:14 PM,,SAP_Q,Unloaded Reels,33947-0001,,Active,,1031395,K339470893,2000,1000315994,2000,6/16/2020 3:00:14 PM,0,,,,,0,0,,0,0,,,,0
,0,0,6/16/2020 3:00:15 PM,,SAP_Q,Unloaded Reels,33947-0001,,Active,,1017022,K339470899,500,1000316020,500,6/16/2020 3:00:15 PM,0,,,,,0,0,,0,0,,,,0
,0,0,6/16/2020 3:00:15 PM,,SAP_Q,Unloaded Reels,33947-0001,,Active,,1017022,K339470899,500,1000316021,500,6/16/2020 3:00:15 PM,0,,,,,0,0,,0,0,,,,0
,0,0,6/16/2020 3:00:15 PM,,SAP_Q,Unloaded Reels,33947-0001,,Active,,1017022,K339470899,500,1000316022,500,6/16/2020 3:00:15 PM,0,,,,,0,0,,0,0,,,,0
,0,0,6/16/2020 3:00:15 PM,,SAP_Q,Unloaded Reels,33947-0001,,Active,,1022874,K339470896,2000,1000316000,2000,6/16/2020 3:00:15 PM,0,,,,,0,0,,0,0,,,,0
,0,0,6/16/2020 3:00:15 PM,,SAP_Q,Unloaded Reels,33947-0001,,Active,,1041512,K339470895,3000,1000315998,3000,6/16/2020 3:00:15 PM,0,,,,,0,0,,0,0,,,,0
,0,0,6/16/2020 3:00:15 PM,,SAP_Q,Unloaded Reels,33947-0001,,Active,,1041512,K339470895,3000,1000315999,3000,6/16/2020 3:00:15 PM,0,,,,,0,0,,0,0,,,,0
,0,0,6/16/2020 3:00:18 PM,,SAP_Q,Unloaded Reels,33947-0001,,Active,,1017022,K339470899,500,1000316023,500,6/16/2020 3:00:18 PM,0,,,,,0,0,,0,0,,,,0
,0,0,6/16/2020 3:00:18 PM,,SAP_Q,Unloaded Reels,33947-0001,,Active,,1017022,K339470899,500,1000316024,500,6/16/2020 3:00:18 PM,0,,,,,0,0,,0,0,,,,0
,0,0,6/16/2020 3:20:13 PM,,SAP_Q,Unloaded Reels,33947-0001,,Active,,1037888,K339470880,10000,1000315974,10000,6/16/2020 3:20:13 PM,0,,,,,0,0,,0,0,,,,0
,0,0,6/16/2020 3:20:13 PM,,SAP_Q,Unloaded Reels,33947-0001,,Active,,1037888,K339470880,10000,1000315975,10000,6/16/2020 3:20:13 PM,0,,,,,0,0,,0,0,,,,0
,0,0,6/16/2020 3:20:13 PM,,SAP_Q,Unloaded Reels,33947-0001,,Active,,1037888,K339470880,10000,1000315976,10000,6/16/2020 3:20:13 PM,0,,,,,0,0,,0,0,,,,0
,0,0,6/16/2020 3:20:13 PM,,SAP_Q,Unloaded Reels,33947-0001,,Active,,1037888,K339470880,10000,1000315977,10000,6/16/2020 3:20:13 PM,0,,,,,0,0,,0,0,,,,0
,0,0,6/16/2020 3:20:14 PM,,SAP_Q,Unloaded Reels,33947-0001,,Active,,1029894,K339470897,3000,1000316002,3000,6/16/2020 3:20:14 PM,0,,,,,0,0,,0,0,,,,0
,0,0,6/16/2020 3:20:14 PM,,SAP_Q,Unloaded Reels,33947-0001,,Active,,1032010,K339470898,3000,1000316003,3000,6/16/2020 3:20:14 PM,0,,,,,0,0,,0,0,,,,0
,0,0,6/16/2020 3:20:14 PM,,SAP_Q,Unloaded Reels,33947-0001,,Active,,1032010,K339470898,3000,1000316004,3000,6/16/2020 3:20:14 PM,0,,,,,0,0,,0,0,,,,0
,0,0,6/16/2020 3:20:14 PM,,SAP_Q,Unloaded Reels,33947-0001,,Active,,1049086,K339470882,500,1000316005,500,6/16/2020 3:20:14 PM,0,,,,,0,0,,0,0,,,,0
,0,0,6/16/2020 3:20:14 PM,,SAP_Q,Unloaded Reels,33947-0001,,Active,,1049086,K339470882,500,1000316006,500,6/16/2020 3:20:14 PM,0,,,,,0,0,,0,0,,,,0
,0,0,6/16/2020 3:20:14 PM,,SAP_Q,Unloaded Reels,33947-0001,,Active,,1049086,K339470882,500,1000316008,500,6/16/2020 3:20:14 PM,0,,,,,0,0,,0,0,,,,0
,0,0,6/16/2020 3:20:15 PM,,SAP_Q,Unloaded Reels,33947-0001,,Active,,1029894,K339470897,3000,1000316001,3000,6/16/2020 3:20:15 PM,0,,,,,0,0,,0,0,,,,0
,0,0,6/16/2020 3:20:15 PM,,SAP_Q,Unloaded Reels,33947-0001,,Active,,1045967,K339470894,1500,1000315995,1500,6/16/2020 3:20:15 PM,0,,,,,0,0,,0,0,,,,0
,0,0,6/16/2020 3:20:15 PM,,SAP_Q,Unloaded Reels,33947-0001,,Active,,1045967,K339470894,1500,1000315996,1500,6/16/2020 3:20:15 PM,0,,,,,0,0,,0,0,,,,0
