Z / PU Number,Slot,Subslot,Check in Time,Check in Operator,Location,State,Storage Unit,Storage Sub Unit,Zone State,Item State,Part Number,Lot No,Initial Quantity,Material Barcode,Estimated Current Quantity,Component Count Update,Reserved Quantity,Work Order Name,Cart Id,Splice Reel,Splice Lot Number,Splice Estimated Quantity,Splice Total Quantity,Feeder Birth Date,Components Fed,Total Components Fed,Feeder Count Update,Last Maintained,Feeder Barcode,Column_31
,0,0,,,NPM-1,Unloaded Reels,,,Active,,1014072,1000024879,10000,1000108973,102,12/6/2019 12:07:59 PM,0,,,,,0,0,,0,0,,,,0
,0,0,,,NPM-1,Unloaded Reels,,,Active,,1014072,1000032537,10000,1000231749,8,5/11/2020 2:43:54 PM,0,,,,,0,0,,0,0,,,,0
,0,0,,,NPM-1,Unloaded Reels,,,Active,,1015210,K334330283,5000,1000228392,6,8/9/2019 11:35:48 AM,0,,,,,0,0,,0,0,,,,0
,0,0,,,NPM-1,Unloaded Reels,,,Active,,1015252,K338550254,5000,1000197236,23,3/26/2019 11:27:44 AM,0,,,,,0,0,,0,0,,,,0
,0,0,,,NPM-1,Unloaded Reels,,,Active,,1020997,K318860993,4000,1000147845,104,10/13/2018 5:58:24 PM,0,,,,,0,0,,0,0,,,,0
,0,0,,,NPM-1,Unloaded Reels,,,Active,,1021014,1000033192,3000,1000247316,2,6/29/2020 9:57:09 AM,0,,,,,0,0,,0,0,,,,0
,0,0,,,NPM-1,Unloaded Reels,,,Active,,1021593,K338550017,4000,1000181670,3017,3/4/2019 11:32:37 AM,0,,,,,0,0,,0,0,,,,0
,0,0,,,NPM-1,Unloaded Reels,,,Active,,1024780,K338550169,5000,1000191216,2,4/1/2019 3:31:33 PM,0,,,,,0,0,,0,0,,,,0
,0,0,,,NPM-1,Unloaded Reels,,,Active,,1026100,K329151533,200,1000250619,4,5/8/2020 5:47:36 PM,0,,,,,0,0,,0,0,,,,0
,0,0,,,NPM-1,Unloaded Reels,,,Active,,1028794,K331860141,730,1000071667,25,9/14/2017 11:40:23 AM,0,,,,,0,0,,0,0,,,,0
,0,0,,,NPM-1,Unloaded Reels,,,Active,,1030417,1000024414,5000,1000101193,16,9/12/2018 11:51:13 AM,0,,,,,0,0,,0,0,,,,0
,0,0,,,NPM-1,Unloaded Reels,,,Active,,1030420,K332960054,10000,1000078285,2,9/12/2018 11:50:23 AM,0,,,,,0,0,,0,0,,,,0
,0,0,,,NPM-1,Unloaded Reels,,,Active,,1039709,K334330623,2000,1000315653,999,6/28/2020 4:40:31 AM,0,,,,,0,0,,0,0,,,,0
,0,0,,,NPM-1,Unloaded Reels,,,Active,,1039736,K334330098,4000,1000163441,69,7/9/2019 11:04:43 AM,0,,,,,0,0,,0,0,,,,0
,0,0,,,NPM-1,Unloaded Reels,,,Active,,1041196,K338550270,3000,1000198357,2,4/1/2019 3:37:54 PM,0,,,,,0,0,,0,0,,,,0
,0,0,,,NPM-1,Unloaded Reels,,,Active,,1041201,K334330223,1000,1000182822,36,8/10/2019 4:33:34 PM,0,,,,,0,0,,0,0,,,,0
,0,0,,,NPM-1,Unloaded Reels,,,Active,,1041270,1000032681,10000,1000234396,73,6/23/2020 2:17:44 PM,0,,,,,0,0,,0,0,,,,0
,0,0,,,NPM-1,Unloaded Reels,,,Active,,1042015,K339560049,1585,1000198074,15,5/10/2019 12:32:11 PM,0,,,,,0,0,,0,0,,,,0
,0,0,,,NPM-1,Unloaded Reels,,,Active,,1042041,K338190092,100,1000197327,22,2/11/2020 4:54:45 PM,0,,,,,0,0,,0,0,,,,0
,0,0,,,NPM-1,Unloaded Reels,,,Active,,1042043,K338190097,100,1000197332,4,2/11/2020 5:22:44 PM,0,,,,,0,0,,0,0,,,,0
,0,0,,,NPM-1,Unloaded Reels,,,Active,,1046008,K341220223,2125,1000281779,2101,2/3/2020 3:34:25 PM,0,,,,,0,0,,0,0,,,,0
,0,0,,,NPM-1,Unloaded Reels,,,Active,,2000241,1000013899,805,1000022156,114,6/3/2016 10:49:29 AM,0,,,,,0,0,,0,0,,,,0
,0,0,,,NPM-1,Unloaded Reels,,,Active,,2001291,K326411293,1550,1000304987,776,6/16/2020 3:37:14 PM,0,,,,,0,0,,0,0,,,,0
,0,0,,,NPM-1,Unloaded Reels,,,Active,,2001292,K326410262,8443,1000079802,192,12/12/2019 12:52:16 PM,0,,,,,0,0,,0,0,,,,0
,0,0,,,NPM-1,Unloaded Reels,,,Active,,2001494,1000014258,668,1000022366,104,6/3/2016 9:30:47 AM,0,,,,,0,0,,0,0,,,,0
,0,0,,,NPM-1,Unloaded Reels,,,Active,,2001510,1000013914,1060,1000022151,112,6/3/2016 9:20:02 AM,0,,,,,0,0,,0,0,,,,0
,0,0,,,NPM-1,Unloaded Reels,,,Active,,2001813,K326411251,1000,1000236925,850,6/16/2020 3:42:45 PM,0,,,,,0,0,,0,0,,,,0
,0,0,,,NPM-1,Unloaded Reels,,,Active,,2001833,K327630302,1300,1000314621,16,6/22/2020 11:42:49 AM,0,,,,,0,0,,0,0,,,,0
,0,0,,,NPM-1,Unloaded Reels,,,Active,,2003646,K323040258,295,1000079486,85,12/13/2017 3:35:23 PM,0,,,,,0,0,,0,0,,,,0
,0,0,,,NPM-1,Unloaded Reels,,,Active,,2003782,K326410349,500,1000101881,390,6/16/2020 3:53:30 PM,0,,,,,0,0,,0,0,,,,0
,0,0,,,NPM-1,Unloaded Reels,,,Active,,2004224,K335460907,528,1000170203,4,4/3/2019 4:10:40 PM,0,,,,,0,0,,0,0,,,,0
,0,0,,,NPM-1,Unloaded Reels,,,Active,,2004337,K335460583,160,1000138481,7,12/18/2018 2:12:55 PM,0,,,,,0,0,,0,0,,,,0
,0,0,,,NPM-1,Unloaded Reels,,,Active,,2005416,K337570307,4000,1000262047,11,6/26/2020 10:50:46 AM,0,,,,,0,0,,0,0,,,,0
,0,0,,,NPM-1,Unloaded Reels,,,Active,,2006682,K326411266,1704,1000304988,543,6/16/2020 3:53:30 PM,0,,,,,0,0,,0,0,,,,0
,0,0,,,NPM-1,Unloaded Reels,,,Active,UnPackaged,1047397,K343030053,25,1000258219,11,3/20/2020 2:58:31 PM,0,,,,,0,0,,0,0,,,,0
,0,0,,,NPM-1-L2,Unloaded Reels,,,Active,,1016624,1000032977,550,1000242311,450,3/29/2020 9:08:39 AM,0,,,,,0,0,,0,0,,,,0
,0,0,,,NPM-1-L2,Unloaded Reels,,,Active,,1016625,1000032978,550,1000242317,312,3/29/2020 9:08:39 AM,0,,,,,0,0,,0,0,,,,0
,0,0,,,NPM-1-L2,Unloaded Reels,,,Active,,1026474,K318860355,210,1000062055,210,7/22/2017 11:13:01 AM,0,,,,,0,0,,0,0,,,,0
,0,0,,,NPM-1-L2,Unloaded Reels,,,Active,,2003782,K326410321,500,1000083351,182,7/18/2018 11:27:10 AM,0,,,,,0,0,,0,0,,,,0
,0,0,,,NPM-2,Unloaded Reels,,,Active,,1014038,1000032190,10000,1000224753,4030,6/29/2020 11:39:10 AM,0,,,,,0,0,,0,0,,,,0
,0,0,,,NPM-2,Unloaded Reels,,,Active,,1014046,1000031229,10000,1000202652,4783,6/29/2020 11:39:10 AM,0,,,,,0,0,,0,0,,,,0
,0,0,,,NPM-2,Unloaded Reels,,,Active,,1014061,1000020227,10000,1000048172,3768,6/29/2020 11:39:10 AM,0,,,,,0,0,,0,0,,,,0
,0,0,,,NPM-2,Unloaded Reels,,,Active,,1014073,1000032544,9999,1000232172,6159,6/29/2020 11:39:10 AM,0,,,,,0,0,,0,0,,,,0
,0,0,,,NPM-2,Unloaded Reels,,,Active,,1014085,1000034982,4000,1000275093,3697,6/29/2020 11:39:10 AM,0,,,,,0,0,,0,0,,,,0
,0,0,,,NPM-2,Unloaded Reels,,,Active,,1014192,1000035202,3000,1000281457,2577,6/29/2020 11:39:10 AM,0,,,,,0,0,,0,0,,,,0
,0,0,,,NPM-2,Unloaded Reels,,,Active,,1014246,1000035878,10000,1000294859,2340,6/29/2020 11:39:10 AM,500,No3071_M18PRO_SEC,,,,0,0,,0,0,,,,0
,0,0,,,NPM-2,Unloaded Reels,,,Active,,1014274,1000021609,10000,1000066898,2400,6/29/2020 11:39:10 AM,0,,,,,0,0,,0,0,,,,0
,0,0,,,NPM-2,Unloaded Reels,,,Active,,1014278,1000024624,1800,1000187286,3,2/26/2019 6:48:24 PM,0,,,,,0,0,,0,0,,,,0
,0,0,,,NPM-2,Unloaded Reels,,,Active,,1014386,1000032369,3000,1000228469,2931,6/29/2020 11:39:10 AM,0,,,,,0,0,,0,0,,,,0
,0,0,,,NPM-2,Unloaded Reels,,,Active,,1014442,1000035610,15000,1000290234,6428,6/29/2020 11:39:10 AM,500,No3071_M18PRO_SEC,,,,0,0,,0,0,,,,0
,0,0,,,NPM-2,Unloaded Reels,,,Active,,1015218,K339560115,185,1000198172,83,6/1/2020 2:53:51 PM,0,,,,,0,0,,0,0,,,,0
,0,0,,,NPM-2,Unloaded Reels,,,Active,,1015413,1000029430,10000,1000179085,8337,6/29/2020 11:39:10 AM,0,,,,,0,0,,0,0,,,,0
,0,0,,,NPM-2,Unloaded Reels,,,Active,,1019428,1000032556,10000,1000232571,1109,6/29/2020 11:39:10 AM,0,,,,,0,0,,0,0,,,,0
,0,0,,,NPM-2,Unloaded Reels,,,Active,,1019451,1000035624,14990,1000290348,12427,6/29/2020 11:39:10 AM,0,,,,,0,0,,0,0,,,,0
,0,0,,,NPM-2,Unloaded Reels,,,Active,,1019960,1000032557,10000,1000232578,3472,6/29/2020 11:39:10 AM,0,,,,,0,0,,0,0,,,,0
,0,0,,,NPM-2,Unloaded Reels,,,Active,,1021303,1000036570,4000,1000305857,212,6/29/2020 11:39:10 AM,0,,,,,0,0,,0,0,,,,0
,0,0,,,NPM-2,Unloaded Reels,,,Active,,1025850,1000034753,3000,1000271262,9,2/20/2020 12:26:27 PM,0,,,,,0,0,,0,0,,,,0
,0,0,,,NPM-2,Unloaded Reels,,,Active,,1030895,K332960212,3000,1000125937,4,9/12/2018 11:23:31 AM,0,,,,,0,0,,0,0,,,,0
,0,0,,,NPM-2,Unloaded Reels,,,Active,,1039065,1000027893,4000,1000151004,3950,6/29/2020 11:39:10 AM,0,,,,,0,0,,0,0,,,,0
,0,0,,,NPM-2,Unloaded Reels,,,Active,,1039740,K334330364,5000,1000239213,56,6/1/2020 2:55:40 PM,0,,,,,0,0,,0,0,,,,0
,0,0,,,NPM-2,Unloaded Reels,,,Active,,1040699,K338190387,110,1000261883,6,2/10/2020 1:53:43 PM,0,,,,,0,0,,0,0,,,,0
,0,0,,,NPM-2,Unloaded Reels,,,Active,,1042292,1000030959,10000,1000199413,5638,6/29/2020 11:39:10 AM,0,,,,,0,0,,0,0,,,,0
,0,0,,,NPM-2,Unloaded Reels,,,Active,,1044317,K340970719,1100,1000273315,5,12/22/2019 1:58:21 PM,0,,,,,0,0,,0,0,,,,0
,0,0,,,NPM-2,Unloaded Reels,,,Active,,1045969,K318861328,1230,1000244814,8,9/2/2019 7:38:42 AM,0,,,,,0,0,,0,0,,,,0
,0,0,,,NPM-2,Unloaded Reels,,,Active,,1045970,K339470535,10000,1000285229,12,3/9/2020 7:17:40 PM,0,,,,,0,0,,0,0,,,,0
,0,0,,,NPM-2,Unloaded Reels,,,Active,,1047051,1000033785,15,1000256749,3,10/14/2019 12:35:13 PM,0,,,,,0,0,,0,0,,,,0
,0,0,,,NPM-2,Unloaded Reels,,,Active,,1047974,K334330449,4000,1000268358,6,6/1/2020 3:03:23 PM,0,,,,,0,0,,0,0,,,,0
,0,0,,,NPM-2,Unloaded Reels,,,Active,,1050372,K349260067,5000,1000306437,5,5/2/2020 6:47:35 PM,0,,,,,0,0,,0,0,,,,0
,0,0,,,NPM-2,Unloaded Reels,,,Active,,2001825,K327630265,3000,1000314686,2988,6/29/2020 2:52:37 AM,0,,,,,0,0,,0,0,,,,0
,0,0,,,NPM-2,Unloaded Reels,,,Active,,2001900,K327630347,5000,1000314576,3600,6/29/2020 2:52:37 AM,0,,,,,0,0,,0,0,,,,0
,0,0,,,NPM-2,Unloaded Reels,,,Active,,2001907,K327630349,5000,1000314712,759,6/28/2020 4:12:09 PM,0,,,,,0,0,,0,0,,,,0
,0,0,,,NPM-2,Unloaded Reels,,,Active,,2001912,K327630354,2950,1000314670,1878,6/29/2020 2:52:37 AM,0,,,,,0,0,,0,0,,,,0
,0,0,,,NPM-2,Unloaded Reels,,,Active,,2003843,K349460181,1020,1000317035,20,6/25/2020 3:08:19 AM,0,,,,,0,0,,0,0,,,,0
,0,0,,,NPM-2,Unloaded Reels,,,Active,,2003883,K349460160,3510,1000316985,2504,6/25/2020 9:20:28 AM,0,,,,,0,0,,0,0,,,,0
,0,0,,,NPM-2,Unloaded Reels,,,Active,,2003884,K349460161,3007,1000316986,2015,6/25/2020 9:20:28 AM,0,,,,,0,0,,0,0,,,,0
,0,0,,,NPM-2,Unloaded Reels,,,Active,,2003893,K349460105,6977,1000316714,5971,6/25/2020 9:20:28 AM,0,,,,,0,0,,0,0,,,,0
,0,0,,,NPM-2,Unloaded Reels,,,Active,,2004009,K326410323,2017,1000304912,1913,6/19/2020 1:59:25 AM,0,,,,,0,0,,0,0,,,,0
,0,0,,,NPM-2,Unloaded Reels,,,Active,,2004146,K349460170,1030,1000317018,30,6/25/2020 1:38:11 AM,0,,,,,0,0,,0,0,,,,0
,0,0,,,NPM-2,Unloaded Reels,,,Active,,2004853,K326411355,150,1000315269,132,6/19/2020 2:01:31 AM,0,,,,,0,0,,0,0,,,,0
,0,0,,,NPM-2,Unloaded Reels,,,Active,,2005326,K337570292,1500,1000262084,7,6/14/2020 7:36:53 AM,0,,,,,0,0,,0,0,,,,0
,0,0,,,NPM-2,Unloaded Reels,,,Active,,2006696,K326411283,1000,1000240586,82,6/19/2020 1:59:25 AM,0,,,,,0,0,,0,0,,,,0
,0,0,,,NPM-2,Unloaded Reels,,,Active,,2008322,K340270927,300,1000293250,21,3/6/2020 2:13:32 PM,0,,,,,0,0,,0,0,,,,0
,0,0,,,NPM-2,Unloaded Reels,,,Active,,2008324,K334051358,1100,1000293901,103,4/21/2020 2:36:53 PM,0,,,,,0,0,,0,0,,,,0
,0,0,,,NPM-2,Unloaded Reels,,,Active,,2008336,K348470002,1895,1000301699,4,4/18/2020 3:29:36 PM,0,,,,,0,0,,0,0,,,,0
,0,0,,,NPM-2,Unloaded Reels,,,Active,,2008342,K348470010,5000,1000301655,60,4/20/2020 12:41:38 PM,0,,,,,0,0,,0,0,,,,0
,0,0,,,NPM-2,Unloaded Reels,,,Active,,2008343,K348470008,4200,1000301664,24,4/17/2020 7:35:00 PM,0,,,,,0,0,,0,0,,,,0
,0,0,,,NPM-2,Unloaded Reels,,,Active,,2009319,K327630262,1100,1000314778,1,6/29/2020 2:52:37 AM,0,,,,,0,0,,0,0,,,,0
,0,0,,,NPM-2,Unloaded Reels,,,Active,,2009381,K327630375,1000,1000314756,200,6/28/2020 6:11:30 PM,0,,,,,0,0,,0,0,,,,0
,0,0,,,NPM-2,Unloaded Reels,,,Active,UnPackaged,1017014,K339470588,2500,1000292636,11,5/11/2020 4:46:18 PM,0,,,,,0,0,,0,0,,,,0
,0,0,,,NPM-2,Unloaded Reels,,,Active,UnPackaged,1021593,K343030167,4000,1000312257,2489,6/10/2020 5:37:16 AM,0,,,,,0,0,,0,0,,,,0
,0,0,,,NPM-3,Unloaded Reels,,,Active,,1014130,1000034378,3000,1000265851,1409,6/29/2020 11:39:10 AM,500,No3071_M18PRO_SEC,,,,0,0,,0,0,,,,0
,0,0,,,NPM-3,Unloaded Reels,,,Active,,1014159,1000035348,1080,1000315882,571,6/29/2020 11:39:10 AM,0,,,,,0,0,,0,0,,,,0
,0,0,,,NPM-3,Unloaded Reels,,,Active,,1014159,1000035348,3000,1000315880,2116,6/29/2020 2:32:35 PM,0,,,,,0,0,,0,0,,,,0
,0,0,,,NPM-3,Unloaded Reels,,,Active,,1014786,1000035321,3000,1000312408,1011,6/29/2020 11:39:10 AM,0,,,,,0,0,,0,0,,,,0
,0,0,,,NPM-3,Unloaded Reels,,,Active,,1016253,1000035738,2500,1000291556,2000,6/29/2020 11:39:10 AM,0,,,,,0,0,,0,0,,,,0
,0,0,,,NPM-3,Unloaded Reels,,,Active,,1016837,1000032732,1000,1000235778,18,5/18/2020 2:05:03 PM,0,,,,,0,0,,0,0,,,,0
,0,0,,,NPM-3,Unloaded Reels,,,Active,,1017017,K318860828,2500,1000125257,40,9/12/2018 10:10:33 AM,0,,,,,0,0,,0,0,,,,0
,0,0,,,NPM-3,Unloaded Reels,,,Active,,1017026,K339470364,500,1000245053,6,8/16/2019 11:31:20 AM,0,,,,,0,0,,0,0,,,,0
,0,0,,,NPM-3,Unloaded Reels,,,Active,,1019510,1000035163,1000,1000278244,551,6/29/2020 11:39:10 AM,0,,,,,0,0,,0,0,,,,0
,0,0,,,NPM-3,Unloaded Reels,,,Active,,1025973,1000026879,600,1000136402,144,11/12/2018 1:14:10 PM,0,,,,,0,0,,0,0,,,,0
,0,0,,,NPM-3,Unloaded Reels,,,Active,,1026553,1000035267,10,1000299607,10,3/17/2020 12:52:48 PM,0,,,,,0,0,,0,0,,,,0
,0,0,,,NPM-3,Unloaded Reels,,,Active,,1038393,K339470470,1000,1000274503,6,2/7/2020 2:51:23 PM,0,,,,,0,0,,0,0,,,,0
,0,0,,,NPM-3,Unloaded Reels,,,Active,,1039625,K337300003,2500,1000153755,27,1/3/2019 3:17:48 PM,0,,,,,0,0,,0,0,,,,0
,0,0,,,NPM-3,Unloaded Reels,,,Active,,1039696,K334330492,4000,1000272777,3,1/31/2020 3:56:02 PM,0,,,,,0,0,,0,0,,,,0
,0,0,,,NPM-3,Unloaded Reels,,,Active,,1039708,K337300053,872,1000167031,4,1/3/2019 12:49:23 PM,0,,,,,0,0,,0,0,,,,0
,0,0,,,NPM-3,Unloaded Reels,,,Active,,1039737,K334330481,400,1000268447,15,1/28/2020 4:53:49 PM,0,,,,,0,0,,0,0,,,,0
,0,0,,,NPM-3,Unloaded Reels,,,Active,,1039908,K334330606,2500,1000313021,12,6/28/2020 4:48:17 AM,0,,,,,0,0,,0,0,,,,0
,0,0,,,NPM-3,Unloaded Reels,,,Active,,1039968,1000028254,2000,1000158655,1022,6/29/2020 3:13:30 PM,0,,,,,0,0,,0,0,,,,0
,0,0,,,NPM-3,Unloaded Reels,,,Active,,1039968,1000028254,2000,1000158657,1500,6/29/2020 11:39:10 AM,0,,,,,0,0,,0,0,,,,0
,0,0,,,NPM-3,Unloaded Reels,,,Active,,1040362,K338190294,250,1000256538,100,2/10/2020 4:22:40 PM,0,,,,,0,0,,0,0,,,,0
,0,0,,,NPM-3,Unloaded Reels,,,Active,,1041132,K339470525,2500,1000285185,72,6/1/2020 2:56:14 PM,0,,,,,0,0,,0,0,,,,0
,0,0,,,NPM-3,Unloaded Reels,,,Active,,1044277,K340970038,100,1000225332,10,12/21/2019 2:09:47 PM,0,,,,,0,0,,0,0,,,,0
,0,0,,,NPM-3,Unloaded Reels,,,Active,,1044311,K340970432,750,1000272646,55,2/6/2020 1:04:41 PM,0,,,,,0,0,,0,0,,,,0
,0,0,,,NPM-3,Unloaded Reels,,,Active,,1047407,K343030140,2500,1000307889,1999,6/9/2020 6:19:18 PM,0,,,,,0,0,,0,0,,,,0
,0,0,,,NPM-3,Unloaded Reels,,,Active,,1049086,K339470775,500,1000306371,22,6/1/2020 3:12:27 PM,0,,,,,0,0,,0,0,,,,0
,0,0,,,NPM-3,Unloaded Reels,,,Active,,1049271,K34303146,2500,1000312208,2000,6/9/2020 6:19:18 PM,0,,,,,0,0,,0,0,,,,0
,0,0,,,NPM-3,Unloaded Reels,,,Active,,2001290,K326411294,2293,1000304029,1724,6/16/2020 6:05:54 PM,0,,,,,0,0,,0,0,,,,0
,0,0,,,NPM-3,Unloaded Reels,,,Active,,2001537,1000013944,530,1000022138,530,6/1/2016 9:01:44 AM,0,,,,,0,0,,0,0,,,,0
,0,0,,,NPM-3,Unloaded Reels,,,Active,,2001537,1000014307,439,1000022332,439,6/2/2016 11:38:40 AM,0,,,,,0,0,,0,0,,,,0
,0,0,,,NPM-3,Unloaded Reels,,,Active,,2001712,K326411233,900,1000218473,455,6/16/2020 6:05:54 PM,0,,,,,0,0,,0,0,,,,0
,0,0,,,NPM-3,Unloaded Reels,,,Active,,2001714,K326411267,800,1000240370,458,6/16/2020 6:05:54 PM,0,,,,,0,0,,0,0,,,,0
,0,0,,,NPM-3,Unloaded Reels,,,Active,,2001814,K326411319,560,1000301946,125,6/16/2020 6:05:54 PM,0,,,,,0,0,,0,0,,,,0
,0,0,,,NPM-3,Unloaded Reels,,,Active,,2001899,K327630346,4200,1000314666,1928,6/29/2020 5:04:59 AM,0,,,,,0,0,,0,0,,,,0
,0,0,,,NPM-3,Unloaded Reels,,,Active,,2003219,K323040274,92,1000079493,43,12/14/2017 10:42:19 AM,0,,,,,0,0,,0,0,,,,0
,0,0,,,NPM-3,Unloaded Reels,,,Active,,2003879,K334050792,86,1000234958,66,10/22/2019 1:34:39 PM,0,,,,,0,0,,0,0,,,,0
,0,0,,,NPM-3,Unloaded Reels,,,Active,,2004093,K326411304,1000,1000252353,567,6/16/2020 3:59:31 PM,0,,,,,0,0,,0,0,,,,0
,0,0,,,NPM-3,Unloaded Reels,,,Active,,2004114,K326410401,500,1000102290,4,4/9/2020 1:16:09 PM,0,,,,,0,0,,0,0,,,,0
,0,0,,,NPM-3,Unloaded Reels,,,Active,,2004159,K349460108,1030,1000316721,30,6/25/2020 6:00:04 AM,0,,,,,0,0,,0,0,,,,0
,0,0,,,NPM-3,Unloaded Reels,,,Active,,2004318,K335461017,700,1000193112,237,3/11/2019 10:12:52 AM,0,,,,,0,0,,0,0,,,,0
,0,0,,,NPM-3,Unloaded Reels,,,Active,,2004456,K327630213,350,1000272028,7,12/10/2019 12:55:39 PM,0,,,,,0,0,,0,0,,,,0
,0,0,,,NPM-3,Unloaded Reels,,,Active,,2004952,K326411249,100,1000236924,48,6/16/2020 6:05:55 PM,0,,,,,0,0,,0,0,,,,0
,0,0,,,NPM-3,Unloaded Reels,,,Active,,2005329,K337570412,250,1000306529,2,6/26/2020 6:22:03 PM,0,,,,,0,0,,0,0,,,,0
,0,0,,,NPM-3,Unloaded Reels,,,Active,,2005330,K337570413,250,1000306444,20,6/29/2020 2:39:13 PM,0,,,,,0,0,,0,0,,,,0
,0,0,,,NPM-3,Unloaded Reels,,,Active,,2006275,K333300325,1000,1000303948,16,4/26/2020 12:24:57 PM,0,,,,,0,0,,0,0,,,,0
,0,0,,,NPM-3,Unloaded Reels,,,Active,,2009303,K327630325,400,1000314647,264,6/29/2020 2:52:37 AM,0,,,,,0,0,,0,0,,,,0
,0,0,,,NPM-3,Unloaded Reels,,,Active,,2009322,K327630270,465,1000314785,428,6/29/2020 2:52:37 AM,0,,,,,0,0,,0,0,,,,0
,0,0,,,NPM-3,Unloaded Reels,,,Active,,2009337,K327630292,2000,1000314808,887,6/29/2020 5:04:59 AM,0,,,,,0,0,,0,0,,,,0
,0,0,,,NPM-3,Unloaded Reels,,,Active,,2009341,K327630328,500,1000314818,464,6/29/2020 2:52:37 AM,0,,,,,0,0,,0,0,,,,0
,0,0,,,NPM-3,Unloaded Reels,,,Active,,2009376,K327630373,500,1000314768,463,6/29/2020 5:04:59 AM,0,,,,,0,0,,0,0,,,,0
,0,0,,,NPM-3,Unloaded Reels,,,Active,,2009395,K326411352,346,1000315258,296,6/16/2020 6:05:54 PM,0,,,,,0,0,,0,0,,,,0
,0,0,,,NPM-3,Unloaded Reels,,,Active,UnPackaged,1013653,1000037087,4000,1000315121,427,6/29/2020 11:39:10 AM,0,,,,,0,0,,0,0,,,,0
,0,0,,,NPM-3,Unloaded Reels,,,Active,UnPackaged,1016519,1000027383,3000,1000144750,2996,5/12/2020 12:30:06 PM,0,,,,,0,0,,0,0,,,,0
,0,0,,,NPM-3,Unloaded Reels,,,Active,UnPackaged,1016519,1000030164,3000,1000189523,989,5/12/2020 12:25:36 PM,0,,,,,0,0,,0,0,,,,0
,0,0,,,NPM-3,Unloaded Reels,,,Active,UnPackaged,1017012,K318861053,1000,1000153107,20,12/8/2018 3:16:11 AM,0,,,,,0,0,,0,0,,,,0
,0,0,,,NPM-3,Unloaded Reels,,,Active,UnPackaged,1017012,K339470188,1000,1000217924,6,8/16/2019 12:13:24 PM,0,,,,,0,0,,0,0,,,,0
,0,0,,,NPM-3,Unloaded Reels,,,Active,UnPackaged,1020152,1000036256,1000,1000300846,324,6/29/2020 11:39:10 AM,0,,,,,0,0,,0,0,,,,0
,0,0,,,NPM-3,Unloaded Reels,,,Active,UnPackaged,1046207,1000036679,2000,1000307338,1500,6/29/2020 11:39:10 AM,0,,,,,0,0,,0,0,,,,0
,0,0,,,NPM-3,Unloaded Reels,,,Active,UnPackaged,1050453,K343030177,4000,1000312434,1994,6/9/2020 6:19:18 PM,0,,,,,0,0,,0,0,,,,0
,0,0,,,SP70,Unloaded Reels,,,Active,,1,210000751,10,410001861,1,2/17/2020 10:16:24 AM,0,,,,,0,0,,0,0,,,,0
,0,0,,,SP70,Unloaded Reels,,,Active,,2,210000751,10,410001872,1,2/17/2020 1:53:00 PM,0,,,,,0,0,,0,0,,,,0
,0,0,,,SP70,Unloaded Reels,,,Active,,5,1,1,9000000001,1,9/10/2019 2:54:21 PM,0,,,,,0,0,,0,0,,,,0
,0,0,,,SP70,Unloaded Reels,,,Active,,5,1,12,1,12,9/10/2019 3:00:22 PM,0,,,,,0,0,,0,0,,,,0
,0,0,,,SP70,Unloaded Reels,,,Active,,5,210000651,10,410002312,1,4/13/2020 4:22:59 PM,0,,,,,0,0,,0,0,,,,0
,0,0,,,SP70,Unloaded Reels,,,Active,,6,210000871,10,410002091,1,6/5/2020 8:23:17 PM,0,,,,,0,0,,0,0,,,,0
,0,0,,,SP70,Unloaded Reels,,,Active,,7,210002161,10,410004171,1,2/24/2020 5:25:59 PM,0,,,,,0,0,,0,0,,,,0
,0,0,,,SP70,Unloaded Reels,,,Active,,8,210002161,10,410004181,1,2/25/2020 12:32:17 PM,0,,,,,0,0,,0,0,,,,0
,0,0,,,SP70,Unloaded Reels,,,Active,,9,210000671,10,410001721,1,4/4/2020 4:20:31 PM,0,,,,,0,0,,0,0,,,,0
,0,0,,,SP70,Unloaded Reels,,,Active,,10,210000931,10,410002221,1,3/10/2020 4:50:05 PM,0,,,,,0,0,,0,0,,,,0
,0,0,,,SP70,Unloaded Reels,,,Active,,11,210000691,10,410001511,1,1/31/2020 2:00:14 PM,0,,,,,0,0,,0,0,,,,0
,0,0,,,SP70,Unloaded Reels,,,Active,,27,210002541,10,410004802,1,5/10/2020 8:49:41 AM,0,,,,,0,0,,0,0,,,,0
,0,0,,,SP70,Unloaded Reels,,,Active,,28,210002541,10,410004811,1,6/29/2020 8:02:48 AM,0,,,,,0,0,,0,0,,,,0
,0,0,,,SP70,Unloaded Reels,,,Active,,42,210001971,10,410003871,1,12/17/2019 6:04:00 PM,0,,,,,0,0,,0,0,,,,0
,0,0,,,SP70,Unloaded Reels,,,Active,,81,210001861,10,410003271,10,6/18/2020 3:15:39 PM,0,,,,,0,0,,0,0,,,,0
,0,0,,,SP70,Unloaded Reels,,,Active,,83,210002441,10,410004641,1,12/5/2019 3:30:42 AM,0,,,,,0,0,,0,0,,,,0
,0,0,,,SP70,Unloaded Reels,,,Active,,93,210002721,10,410005181,1,4/21/2020 2:13:19 PM,0,,,,,0,0,,0,0,,,,0
,0,0,,,SP70,Unloaded Reels,,,Active,,94,210002721,10,410005191,1,4/22/2020 8:31:09 AM,0,,,,,0,0,,0,0,,,,0
